212.825048998502	212.526628778267
157.646786745603	226.367856575433
223.356743610036	247.963298431038
169.692778946538	240.508621783410
211.271365909639	222.132209627920
172.538832292444	224.319823611132
230.859559715715	236.512597754511
186.886822579018	216.709394637512
196.963071284232	226.848591282633
195.406467839082	257.118677404002
150.033488785128	265.207766992167
179.152405597478	201.391554659591
198.124032338040	295.288929638909
214.720495994669	255.043253786072
199.663529894287	207.481482455548
226.979409270468	224.399799859312
184.069147409666	229.497737565049
167.331663424953	271.073439282721
170.721014457373	207.074620788946
189.936694726995	201.896905871301
199.113814466767	215.101707775127
216.687836217583	217.911368295001
156.326241591048	204.012420464797
181.467076548023	214.010582015005
195.806686956500	231.200817131447
244.612687347226	219.028349504802
245.819129540334	260.917832777867
210.786782529563	283.861408735684
247.033416992617	283.294362021023
209.754866421371	263.690319539412
194.486056116477	224.854568041665
228.521584907055	294.283107428577
204.917148990338	270.829166948261
248.131628104576	234.610656531811
247.594392526333	258.014434730447
209.316219399573	264.575343826664
210.601644414666	243.848542097104
241.921909113637	253.875547444863
190.099184320121	210.073006010404
173.949215292986	276.964323119623
